id,source_csv_row,source_doc,source_type,target_story,block_id,seq,docx_paragraph_index,word_paragraph_style,inferred_role,idml_paragraph_style_candidate,permission,text,text_sha256
77,77,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,268,Normal,,01 本文,TEXT_ONLY_REPLACE,"グラスをテーブルの上に置いた寺田社長は、
「日下部さんから、久しぶりに連絡を頂戴したのは、西園寺社長からオークション結果を知らされた、その当日でした。
あの日、日下部さんと話をしているなかで、
『ウチは、本当に新しい一歩を踏み出すんだ』
という実感が、じわじわと湧いてきました」
と、満面の微笑みを頬にたたえながら、日下部代表パートナーから連絡をもらったときの率直な気持ちを言葉にした。",2befbeea2c30dc67f509425c68b4885287ceed052fb283a04834005795004d6a
78,78,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,269,Normal,,01 本文,TEXT_ONLY_REPLACE,"「これから新たな一歩です。
あのミツカネグループから離れることになりますから、親会社の有難さを感じるのは、これからかもしれません。
そこは、私たちがしっかりと支援していきますので、一緒に頑張っていきましょう」",368f6e83e9829ab9d9993b3eaa1d01ae433be5c69a56287b868a7798a70e8265
79,79,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,270,Normal,,01 本文,TEXT_ONLY_REPLACE,"その後、次々と運ばれてくる料理に、４人とも舌鼓を打ちながら、
「このお店の料理は、前回も美味しいと思いましたが、今日はさらに美味しく感じます。
宙ぶらりんの状況に置かれて、不安のなかにいた前回とは違って、今回は、いろんなことがひと段落して、さらにこれからへの期待もあって、あのときとは心持ちが全く異なります」
西郷も上機嫌だ。",51174cada08aa326db6d37a2f4ceca3e0c44244d9dc240a829f90b2676feaaca
80,80,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,271,Normal,,01 本文,TEXT_ONLY_REPLACE,シャンパンに続く上質のワインと料理を楽しみながら、４人の談笑は続いていった。,76df33f6ee924920b7bf1fa8183084b9e1a8fe4df5da6ce8f78428c1c7ea77a9
81,81,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,273,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,米倉パートナーのキャリア,c562a3b7e2fda9be6f68245886bdba286b75219afac9b672f1a1c3c332c2fe41
82,82,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,274,Normal,,01 本文,TEXT_ONLY_REPLACE,少し経ったところで日下部代表パートナーが、隣に座っている米倉パートナーに目配せした。,25488d1e65501a4756d8f5380a6d4e8750cacfc9907237a958d6c0298f616d54
83,83,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,275,Normal,,01 本文,TEXT_ONLY_REPLACE,"寺田社長と西郷の顔を見ながら、
「ここにいる米倉は、たいへん優秀な男でしてね」
とやおら切り出す。",496635fb722207878b00ec4a3cbe038bfd6e1c5c98c43184a456f411054e6be3
84,84,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,276,Normal,,01 本文,TEXT_ONLY_REPLACE,寺田社長と西郷は、米倉のほうを向き、日下部代表パートナーの次の言葉を待つ。,982529125e5d8cd39ec620945cfe93400f1dd1cf974d21cb61636c8d8088f286
85,85,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,277,Normal,,01 本文,TEXT_ONLY_REPLACE,"「米倉は、大学卒業後、興銀に就職しましてね。
ご存じのとおり、1990年代半ばから、日本版金融ビッグバンが始まりました。
その後、日本では、銀行の統合が進んで、米倉が就職した興銀も、都銀二行との統合がありました。
投資ファンドの世界でも、1990年代の独禁法改正、その後の商法改正を経て、投資ファンドとしての活動できる環境が整いました。
米倉は、その頃から投資ファンドに興味があったようです。
でもまずは、スキルを身につけたいということで、銀行を辞めて、コンサルティング会社で経験を積んで、そのあとに、ウチにきてくれたのです」
と、米倉のキャリアを二人に紹介する。",0e5db694c340849a5780ed4c2211a5efac94432ba59c652b1243e76aa37ab991
86,86,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,278,Normal,,01 本文,TEXT_ONLY_REPLACE,"そのあとを米倉が引き取り、
「改めまして、どうぞよろしくお願いいたします」
と挨拶した。",c481a1b0d3e6b70123ed45b095f0be958f6a30b4bad3f3367d3d431441a58ea7
87,87,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,279,Normal,,01 本文,TEXT_ONLY_REPLACE,"「銀行を辞めた後、コンサルティング会社では、良い経験をさせてもらいました。
IPOもPMIも経験できました。
IPOは、グループ子会社のIPOだったのですが、あのときは、クライアント先に常駐して、ご支援させて頂きました。
親会社の都合で、上場が２度延期になりましたが、上場できた時には、これまでにない達成感を味わいました。
クライアントが東証の鐘をならしたときの感動は、今でも忘れません」
IPOのときのことを思い出したのか、米倉の目が少し潤んだ。",04abbee9ace4e7e3f15fb63cb29392707e28f4035d5b5e7b12f1370cc89ebdae
88,88,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,280,Normal,,01 本文,TEXT_ONLY_REPLACE,"その後、再びキリリとした表情に戻った米倉は、
「PMIのほうは、B to Bの製造業のPMI案件でした。
今回は、そのときの経験がお役にたつと思いますが、この業界のことは、これから勉強しなきゃいけないことばかりです。
いろいろと教えてください」
と挨拶し、頭を下げた。",f65b35b5eb7bc94ddbb24ef4ab98cf1aed1ffbf2bc2bb81a9c6f749013fd065f
89,89,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,281,Normal,,01 本文,TEXT_ONLY_REPLACE,"米倉の『興銀→コンサル→投資ファンド』というキャリアを聞いた西郷は、
「素晴らしいキャリアですね」
と反応しつつ、
（今日は、米倉さんの出世話を聞くことになるのだろうか）
と少し身構えながら、
「私たちの世代では、転職を重ねて、キャリアアップをしていくことなど、よっぽどじゃなきゃ考えられなかったです・・・ウチはメーカーですし・・・。
でも今は、メーカーといえども、若い人がどんどん転職していきます。ですから特に生産現場では、技の伝承ができにくくなって大変です。
オペレーションをできるだけ標準化して、ウチの会社でしか通用しないやり方はなくしていかないと、中途採用や派遣で対応しにくくなっています」
と、製造現場での人材の流動化が職場にもたらすマイナス面をちらつかせる。",fec45fda8404e635895f86078106b736f606f8c0f5461c9b03afc88d8c33c4bf
90,90,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,282,Normal,,01 本文,TEXT_ONLY_REPLACE,"「私は、社会人になって、経験が浅いうちに、キャリアチェンジすることになりましたが、銀行があんなことにならなければ、ずっと銀行にいたと思います。
興銀が好きでした」
寂しげな表情を見せる米倉。",5e0c31f3a3569ed2023fd2dd617aeb26769bcbd5a0475b899c079d44840573e9
91,91,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,283,Normal,,01 本文,TEXT_ONLY_REPLACE,やみくもに転職を肯定しているわけではない米倉の言葉に、感覚的には昭和寄りの寺田社長と西郷は、やや安心する。,db5146cc777f44d9c8e280cad79972a0af002d4386b5ea96f6b1d322332930fa
92,92,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,284,Normal,,01 本文,TEXT_ONLY_REPLACE,"そんな二人を見ながら、米倉が続ける。
「あの頃の私は、闇の中でした。
長期的なファイナンスで企業を支えることを目的とした金融機関がなくなってしまったら、今後、日本において、誰がリスクマネーを提供するのだろうと・・・三行統合の頃、興銀の同期とは、よくその議論をしていました。
興銀が担ってきた役割を、これからは誰が担うのか、ということです」",d6213d2d64dbb6d02c8cf55a00a0c1d7c1d01a4bebd6324747188b3df142832f
93,93,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,285,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そうですか・・・それはスゴイですね。若いときから、そんな大きなテーマで議論を・・・」
西郷が感心したように相槌を打つ。",288364fdda5e52336777ed4a8ad938346331e70cf899c22dd267c793a8ce5872
94,94,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,286,Normal,,01 本文,TEXT_ONLY_REPLACE,"「そのうち、私は、投資ファンドがその役割を担うのではと考えるようになりました。
でもあの頃の投資ファンドは、まだ黎明期で、どういう活動をしているかについて、実態を語れる人はそんなにいませんでした。
とはいえ、投資ファンドには、興銀出身者が多いので、伝手を辿って、いろんな人の話を聞きました」",54ba0900dc675fdb68800e7aa71484886226ae266ccce9987caaba0c27d144bd
95,95,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,288,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,ハゲタカ呼ばわりされた投資ファンド,8d8a07120e58a230879ce2205ea8942780ccff0f62111cc7cd29b8be2da29b47
96,96,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,289,Normal,,01 本文,TEXT_ONLY_REPLACE,「そうでしたか・・・こんなことを聞くのはアレですが・・・投資ファンドは、その頃、色眼鏡で見られたこともあったんじゃないですか？」,27d046fe74f1b0a6f568022b19ff653ff9d2c1a4c29f1e38c259d9ebd24f7216
97,97,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,290,Normal,,01 本文,TEXT_ONLY_REPLACE,"「おっしゃるとおりです。
もっとダイレクトに言うと、『ハゲタカ扱い』されていました。
事業会社とのアポをとることさえ大変で・・・これは聞いた話ですが・・・やっとアポがとれて喜び勇んで会社を訪問したら、
『カネの亡者ってのは、どんなツラをしているか見てみたかった。
ここには、あんたらが好きなカネはない。
あんたのツラは見たから、もう帰れ！』
って、言われたそうです。
面会時間は１分だったそうで、それが、
『これまで５分だった最短記録を塗り替えた』
って、落ちまでつけて、話してくれました」",c39ceb356984f249ed816c0be5ea8cf5481f2dfa09aced4ade78ecd56a057646
98,98,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,291,Normal,,01 本文,TEXT_ONLY_REPLACE,（・・・ヒドイ・・・そんなヒドイことをする人間が、世の中にいるとは・・・）,caa36d9e5ec42e897e7910aff5b2a34bc0b155d8f3a1f801d73c68202ce1e355
99,99,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,292,Normal,,01 本文,TEXT_ONLY_REPLACE,"米倉は、こう付け足す。
「その方は、
『当時は、この話をしようとしたら、涙が出てきて、言葉にならなかった』
って、言っていました。
『あれから何年か経って、ようやく気持ちに整理がついた。だからこの話を人に伝えられるようになった』
って・・・」",12bcebe18f4eb06f17c8d83af1b46fedbbbfc271e94121190b2ab7720932154f
100,100,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,293,Normal,,01 本文,TEXT_ONLY_REPLACE,（何か危害を加えたわけでもないのに・・・それこそ、今でいうハラスメントじゃないか・・・）,bf7bb01524a52de50eceedc214eade4f1adb06ffa9b0acc9f6161b3fb0ec6ac8
101,101,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,294,Normal,,01 本文,TEXT_ONLY_REPLACE,"「その話を
『人に伝えられなかった』
とおっしゃった方の気持ちは、私にもよくわかります。
辛い経験って、自分の気持ちの整理ができるまで、他人には話せません。
生きていると、いくつも辛い経験をするものですが、それをそのまま心の中に閉じ込めておくと、心の奥底にオリが溜まっていきます。
当時、この業界の先輩たちの心の奥底には、たくさんのオリが溜まっていたと思います。
この国で新しいことにチャレンジするということは、そういうことなんです」
と言う米倉の声が低くなる。",4c94fd421cf6879b818f93bfe3fb27a0476b9cb96ca29401885ca345762cee16
102,102,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,295,Normal,,01 本文,TEXT_ONLY_REPLACE,場が、しんみりとなった。,3bf46a1f66b24a71856b315426b246e6db9ad0129ecd24063938bbfd896655f5
103,103,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,296,Normal,,01 本文,TEXT_ONLY_REPLACE,"「でも・・・そんな話を聞かされながらも、投資ファンドの仕事は、金融領域と経営領域が重なるエキサイティングな仕事であると思えてきて、投資ファンドの将来性に目がいくようになりました。
実際に、創業して、活動し始めた投資ファンドをみていると・・・あの頃は、まだ小さい案件を扱うことのほうが多くて、目立ちませんでしたが・・・投資ファンドが、メインバンクに代わって、企業を支援して発展させている姿を確認できましたから・・・」",995fc15242ae06445dc7a5fcb18a2968485f00a11f3bdb2b38726aa0e50bcaa6
104,104,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,297,Normal,,01 本文,TEXT_ONLY_REPLACE,場に、明るさが戻ってきた。,1eea96037b61725be581dbc2718e92245b24b1a439b1bbb274fa4a82ae9cb0b5
105,105,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,299,Normal,,01-04 ■小見出し,TEXT_ONLY_REPLACE,野良犬になる,12da1e6775bf8ec43d06c86638d2e7123422b5b56c3fa3c35f51661f3b4093b5
106,106,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,300,Normal,,01 本文,TEXT_ONLY_REPLACE,米倉の話は続く。,7ae08cef6d8ea0f3342729de25452e375e5a328ebfe0e5d4e88775e8b39e9cf0
107,107,子会社売却のPMI(5).docx,,story_00_prologue_ch01_rt01,,,301,Normal,,01 本文,TEXT_ONLY_REPLACE,"「銀行を辞めたとき、
『これからは自分も変わろう』
と思いました。
実は、一足先に辞めた先輩から、
『銀行を辞めたら、これからは野良犬になると思いなさい』
というアドバイスを受けたんです。
『食べなきゃ、飢え死にする。組織を出たら、もはや誰も食べ物を分けてくれない。
自分の目と耳と鼻だけが頼り。野良犬のように嗅ぎまわりなさい。
その努力を怠ったらすぐに淘汰される』
って。
その意味は、コンサルティング会社に入ってすぐにわかりました。
コンサルティング会社は、銀行とは全く異なる世界でした」",1ecfafe8b9063b2a28482fba8ce84776698204229b0a81142c834c943accb05b
